Date	Frequency	Hashtags
2019-09-29	277	#BlueLivesMatter
2019-09-30	160	#BlueLivesMatter
2019-10-01	134	#BlueLivesMatter
2019-10-02	138	#BlueLivesMatter
2019-10-03	117	#BlueLivesMatter
2019-10-04	125	#BlueLivesMatter
2019-10-05	98	#BlueLivesMatter
2019-10-06	99	#BlueLivesMatter
2019-10-07	73	#BlueLivesMatter
2019-10-08	118	#BlueLivesMatter
2019-10-09	95	#BlueLivesMatter
2019-10-10	130	#BlueLivesMatter
2019-10-11	127	#BlueLivesMatter
2019-10-12	111	#BlueLivesMatter
2019-10-13	73	#BlueLivesMatter
2019-10-14	117	#BlueLivesMatter
2019-10-15	98	#BlueLivesMatter
2019-10-16	87	#BlueLivesMatter
2019-10-17	89	#BlueLivesMatter
2019-10-18	90	#BlueLivesMatter
2019-10-19	81	#BlueLivesMatter
2019-10-20	61	#BlueLivesMatter
2019-10-21	70	#BlueLivesMatter
2019-10-22	52	#BlueLivesMatter
2019-10-23	100	#BlueLivesMatter
2019-10-24	112	#BlueLivesMatter
2019-10-25	77	#BlueLivesMatter
2019-10-26	89	#BlueLivesMatter
2019-10-27	89	#BlueLivesMatter
2019-10-28	111	#BlueLivesMatter
2019-10-29	94	#BlueLivesMatter
2019-10-30	91	#BlueLivesMatter
2019-10-31	78	#BlueLivesMatter
2019-11-01	84	#BlueLivesMatter
2019-11-02	160	#BlueLivesMatter
2019-11-03	139	#BlueLivesMatter
2019-11-04	164	#BlueLivesMatter
2019-11-05	115	#BlueLivesMatter
2019-11-06	123	#BlueLivesMatter
2019-11-07	123	#BlueLivesMatter
2019-11-08	130	#BlueLivesMatter
2019-11-09	111	#BlueLivesMatter
2019-11-10	71	#BlueLivesMatter
2019-11-11	89	#BlueLivesMatter
2019-11-12	67	#BlueLivesMatter
2019-11-13	65	#BlueLivesMatter
2019-11-14	76	#BlueLivesMatter
2019-11-15	89	#BlueLivesMatter
2019-11-16	87	#BlueLivesMatter
2019-11-17	97	#BlueLivesMatter
2019-11-18	66	#BlueLivesMatter
2019-11-19	77	#BlueLivesMatter
2019-11-20	90	#BlueLivesMatter
2019-11-21	103	#BlueLivesMatter
2019-11-22	128	#BlueLivesMatter
2019-11-23	132	#BlueLivesMatter
2019-11-24	132	#BlueLivesMatter
2019-11-25	124	#BlueLivesMatter
2019-11-26	216	#BlueLivesMatter
2019-11-27	143	#BlueLivesMatter
2019-11-28	111	#BlueLivesMatter
2019-11-29	162	#BlueLivesMatter
2019-11-30	107	#BlueLivesMatter
2019-12-01	72	#BlueLivesMatter
2019-12-02	83	#BlueLivesMatter
2019-12-03	100	#BlueLivesMatter
2019-12-04	89	#BlueLivesMatter
2019-12-05	91	#BlueLivesMatter
2019-12-06	156	#BlueLivesMatter
2019-12-07	148	#BlueLivesMatter
2019-12-08	228	#BlueLivesMatter
2019-12-09	143	#BlueLivesMatter
2019-12-10	303	#BlueLivesMatter
2019-12-11	232	#BlueLivesMatter
2019-12-12	166	#BlueLivesMatter
2019-12-13	145	#BlueLivesMatter
2019-12-14	145	#BlueLivesMatter
2019-12-15	109	#BlueLivesMatter
2019-12-16	108	#BlueLivesMatter
2019-12-17	103	#BlueLivesMatter
2019-12-18	72	#BlueLivesMatter
2019-12-19	80	#BlueLivesMatter
2019-12-20	81	#BlueLivesMatter
2019-12-21	89	#BlueLivesMatter
2019-12-22	66	#BlueLivesMatter
2019-12-23	82	#BlueLivesMatter
2019-12-24	57	#BlueLivesMatter
2019-12-25	51	#BlueLivesMatter
2019-12-26	57	#BlueLivesMatter
2019-12-27	61	#BlueLivesMatter
2019-12-28	72	#BlueLivesMatter
2019-12-29	87	#BlueLivesMatter
2019-12-30	91	#BlueLivesMatter
2019-12-31	135	#BlueLivesMatter
2020-01-01	97	#BlueLivesMatter
2020-01-02	88	#BlueLivesMatter
2020-01-03	66	#BlueLivesMatter
2020-01-04	74	#BlueLivesMatter
2020-01-05	59	#BlueLivesMatter
2020-01-06	68	#BlueLivesMatter
2020-01-07	66	#BlueLivesMatter
2020-01-08	72	#BlueLivesMatter
2020-01-09	338	#BlueLivesMatter
2020-01-10	89	#BlueLivesMatter
2020-01-11	83	#BlueLivesMatter
2020-01-12	55	#BlueLivesMatter
2020-01-13	83	#BlueLivesMatter
2020-01-14	86	#BlueLivesMatter
2020-01-15	75	#BlueLivesMatter
2020-01-16	109	#BlueLivesMatter
2020-01-17	87	#BlueLivesMatter
2020-01-18	72	#BlueLivesMatter
2020-01-19	134	#BlueLivesMatter
2020-01-20	151	#BlueLivesMatter
2020-01-21	77	#BlueLivesMatter
2020-01-22	61	#BlueLivesMatter
2020-01-23	94	#BlueLivesMatter
2020-01-24	112	#BlueLivesMatter
2020-01-25	127	#BlueLivesMatter
2020-01-26	67	#BlueLivesMatter
2020-01-27	66	#BlueLivesMatter
2020-01-28	60	#BlueLivesMatter
2020-01-29	67	#BlueLivesMatter
2020-01-30	102	#BlueLivesMatter
2020-01-31	151	#BlueLivesMatter
2020-02-01	121	#BlueLivesMatter
2020-02-02	109	#BlueLivesMatter
2020-02-03	81	#BlueLivesMatter
2020-02-04	71	#BlueLivesMatter
2020-02-05	153	#BlueLivesMatter
2020-02-06	126	#BlueLivesMatter
2020-02-07	91	#BlueLivesMatter
2020-02-08	95	#BlueLivesMatter
2020-02-09	2683	#BlueLivesMatter
2020-02-10	868	#BlueLivesMatter
2020-02-11	200	#BlueLivesMatter
2020-02-12	151	#BlueLivesMatter
2020-02-13	143	#BlueLivesMatter
2020-02-14	97	#BlueLivesMatter
2020-02-15	66	#BlueLivesMatter
2020-02-16	72	#BlueLivesMatter
2020-02-17	118	#BlueLivesMatter
2020-02-18	91	#BlueLivesMatter
2020-02-19	84	#BlueLivesMatter
2020-02-20	89	#BlueLivesMatter
2020-02-21	76	#BlueLivesMatter
2020-02-22	67	#BlueLivesMatter
2020-02-23	63	#BlueLivesMatter
2020-02-24	72	#BlueLivesMatter
2020-02-25	83	#BlueLivesMatter
2020-02-26	93	#BlueLivesMatter
2020-02-27	92	#BlueLivesMatter
2020-02-28	86	#BlueLivesMatter
2020-02-29	76	#BlueLivesMatter
2020-03-01	58	#BlueLivesMatter
2020-03-02	49	#BlueLivesMatter
2020-03-03	75	#BlueLivesMatter
2020-03-04	59	#BlueLivesMatter
2020-03-05	115	#BlueLivesMatter
2020-03-06	112	#BlueLivesMatter
2020-03-07	79	#BlueLivesMatter
2020-03-08	50	#BlueLivesMatter
2020-03-09	47	#BlueLivesMatter
2020-03-10	56	#BlueLivesMatter
2020-03-11	93	#BlueLivesMatter
2020-03-12	59	#BlueLivesMatter
2020-03-13	102	#BlueLivesMatter
2020-03-14	90	#BlueLivesMatter
2020-03-15	46	#BlueLivesMatter
2020-03-16	65	#BlueLivesMatter
2020-03-17	58	#BlueLivesMatter
2020-03-18	62	#BlueLivesMatter
2020-03-19	63	#BlueLivesMatter
2020-03-20	53	#BlueLivesMatter
2020-03-21	58	#BlueLivesMatter
2020-03-22	86	#BlueLivesMatter
2020-03-23	53	#BlueLivesMatter
2020-03-24	72	#BlueLivesMatter
2020-03-25	98	#BlueLivesMatter
2020-03-26	56	#BlueLivesMatter
2020-03-27	102	#BlueLivesMatter
2020-03-28	130	#BlueLivesMatter
2020-03-29	94	#BlueLivesMatter
2020-03-30	159	#BlueLivesMatter
2020-03-31	64	#BlueLivesMatter
2020-04-01	69	#BlueLivesMatter
2020-04-02	66	#BlueLivesMatter
2020-04-03	54	#BlueLivesMatter
2020-04-04	78	#BlueLivesMatter
2020-04-05	58	#BlueLivesMatter
2020-04-06	40	#BlueLivesMatter
2020-04-07	63	#BlueLivesMatter
2020-04-08	88	#BlueLivesMatter
2020-04-09	83	#BlueLivesMatter
2020-04-10	125	#BlueLivesMatter
2020-04-11	81	#BlueLivesMatter
2020-04-12	99	#BlueLivesMatter
2020-04-13	76	#BlueLivesMatter
2020-04-14	99	#BlueLivesMatter
2020-04-15	79	#BlueLivesMatter
2020-04-16	61	#BlueLivesMatter
2020-04-17	82	#BlueLivesMatter
2020-04-18	89	#BlueLivesMatter
2020-04-19	105	#BlueLivesMatter
2020-04-20	102	#BlueLivesMatter
2020-04-21	75	#BlueLivesMatter
2020-04-22	540	#BlueLivesMatter
2020-04-23	418	#BlueLivesMatter
2020-04-24	138	#BlueLivesMatter
2020-04-25	155	#BlueLivesMatter
2020-04-26	179	#BlueLivesMatter
2020-04-27	165	#BlueLivesMatter
2020-04-28	187	#BlueLivesMatter
2020-04-29	110	#BlueLivesMatter
2020-04-30	230	#BlueLivesMatter
2020-05-01	235	#BlueLivesMatter
2020-05-02	196	#BlueLivesMatter
2020-05-03	1534	#BlueLivesMatter
2020-05-04	399	#BlueLivesMatter
2020-05-05	274	#BlueLivesMatter
2020-05-06	171	#BlueLivesMatter
2020-05-07	160	#BlueLivesMatter
2020-05-08	118	#BlueLivesMatter
2020-05-09	104	#BlueLivesMatter
2020-05-10	80	#BlueLivesMatter
2020-05-11	124	#BlueLivesMatter
2020-05-12	115	#BlueLivesMatter
2020-05-13	133	#BlueLivesMatter
2020-05-14	149	#BlueLivesMatter
2020-05-15	149	#BlueLivesMatter
2020-05-16	144	#BlueLivesMatter
2020-05-17	106	#BlueLivesMatter
2020-05-18	118	#BlueLivesMatter
2020-05-19	129	#BlueLivesMatter
2020-05-20	74	#BlueLivesMatter
2020-05-21	80	#BlueLivesMatter
2020-05-22	105	#BlueLivesMatter
2020-05-23	69	#BlueLivesMatter
2020-05-24	65	#BlueLivesMatter
2020-05-25	67	#BlueLivesMatter
2020-05-26	228	#BlueLivesMatter
2020-05-27	425	#BlueLivesMatter
2020-05-28	901	#BlueLivesMatter
2020-05-29	1001	#BlueLivesMatter
2020-05-30	1396	#BlueLivesMatter
2020-05-31	1568	#BlueLivesMatter
2020-06-01	1366	#BlueLivesMatter
2020-06-02	5206	#BlueLivesMatter
2020-06-03	46106	#BlueLivesMatter
2020-06-04	14035	#BlueLivesMatter
2020-06-05	4557	#BlueLivesMatter
2020-06-06	3713	#BlueLivesMatter
2020-06-07	3555	#BlueLivesMatter
2020-06-08	2770	#BlueLivesMatter
2020-06-09	2670	#BlueLivesMatter
2020-06-10	2214	#BlueLivesMatter
2020-06-11	1986	#BlueLivesMatter
2020-06-12	2005	#BlueLivesMatter
2020-06-13	1824	#BlueLivesMatter
2020-06-14	1891	#BlueLivesMatter
2020-06-15	1519	#BlueLivesMatter
2020-06-16	1565	#BlueLivesMatter
2020-06-17	3424	#BlueLivesMatter
2020-06-18	4375	#BlueLivesMatter
2020-06-19	2169	#BlueLivesMatter
2020-06-20	1647	#BlueLivesMatter
2020-06-21	1273	#BlueLivesMatter
2020-06-22	1524	#BlueLivesMatter
2020-06-23	1218	#BlueLivesMatter
2020-06-24	997	#BlueLivesMatter
2020-06-25	941	#BlueLivesMatter
2020-06-26	795	#BlueLivesMatter
2020-06-27	842	#BlueLivesMatter
2020-06-28	853	#BlueLivesMatter
2020-06-29	1024	#BlueLivesMatter
2020-06-30	1036	#BlueLivesMatter
2020-07-01	1314	#BlueLivesMatter
2020-07-02	1127	#BlueLivesMatter
2020-07-03	773	#BlueLivesMatter
2020-07-04	792	#BlueLivesMatter
2020-07-05	735	#BlueLivesMatter
2020-07-06	824	#BlueLivesMatter
2020-07-07	692	#BlueLivesMatter
2020-07-08	703	#BlueLivesMatter
2020-07-09	887	#BlueLivesMatter
2020-07-10	869	#BlueLivesMatter
2020-07-11	1986	#BlueLivesMatter
2020-07-12	10458	#BlueLivesMatter
2020-07-13	5444	#BlueLivesMatter
2020-07-14	2596	#BlueLivesMatter
2020-07-15	1517	#BlueLivesMatter
2020-07-16	1243	#BlueLivesMatter
2020-07-17	1472	#BlueLivesMatter
2020-07-18	1596	#BlueLivesMatter
2020-07-19	1276	#BlueLivesMatter
2020-07-20	1165	#BlueLivesMatter
2020-07-21	915	#BlueLivesMatter
2020-07-22	766	#BlueLivesMatter
2020-07-23	790	#BlueLivesMatter
2020-07-24	827	#BlueLivesMatter
2020-07-25	868	#BlueLivesMatter
2020-07-26	953	#BlueLivesMatter
2020-07-27	854	#BlueLivesMatter
2020-07-28	716	#BlueLivesMatter
2020-07-29	829	#BlueLivesMatter
2020-07-30	677	#BlueLivesMatter
2020-07-31	690	#BlueLivesMatter
2020-08-01	685	#BlueLivesMatter
2020-08-02	662	#BlueLivesMatter
2020-08-03	784	#BlueLivesMatter
2020-08-04	766	#BlueLivesMatter
2020-08-05	676	#BlueLivesMatter
2020-08-06	741	#BlueLivesMatter
2020-08-07	626	#BlueLivesMatter
2020-08-08	471	#BlueLivesMatter
2020-08-09	627	#BlueLivesMatter
2020-08-10	756	#BlueLivesMatter
2020-08-11	700	#BlueLivesMatter
2020-08-12	609	#BlueLivesMatter
2020-08-13	569	#BlueLivesMatter
2020-08-14	626	#BlueLivesMatter
2020-08-15	818	#BlueLivesMatter
2020-08-16	785	#BlueLivesMatter
2020-08-17	698	#BlueLivesMatter
2020-08-18	761	#BlueLivesMatter
2020-08-19	4125	#BlueLivesMatter
2020-08-20	1686	#BlueLivesMatter
2020-08-21	906	#BlueLivesMatter
2020-08-22	854	#BlueLivesMatter
2020-08-23	727	#BlueLivesMatter
2020-08-24	1502	#BlueLivesMatter
2020-08-25	1230	#BlueLivesMatter
2020-08-26	1663	#BlueLivesMatter
2020-08-27	2021	#BlueLivesMatter
2020-08-28	1732	#BlueLivesMatter
2020-08-29	1276	#BlueLivesMatter
2020-08-30	1586	#BlueLivesMatter
2020-08-31	1669	#BlueLivesMatter
2020-09-01	1276	#BlueLivesMatter
2020-09-02	1000	#BlueLivesMatter
2020-09-03	1012	#BlueLivesMatter
2020-09-04	1153	#BlueLivesMatter
2020-09-05	870	#BlueLivesMatter
2020-09-06	801	#BlueLivesMatter
2020-09-07	789	#BlueLivesMatter
2020-09-08	770	#BlueLivesMatter
2020-09-09	655	#BlueLivesMatter
2020-09-10	641	#BlueLivesMatter
2020-09-11	1044	#BlueLivesMatter
2020-09-12	701	#BlueLivesMatter
2020-09-13	17583	#BlueLivesMatter
2020-09-14	4485	#BlueLivesMatter
2020-09-15	2882	#BlueLivesMatter
2020-09-16	1469	#BlueLivesMatter
2020-09-17	1140	#BlueLivesMatter
2020-09-18	806	#BlueLivesMatter
2020-09-19	633	#BlueLivesMatter
2020-09-20	587	#BlueLivesMatter
2020-09-21	591	#BlueLivesMatter
2020-09-22	711	#BlueLivesMatter
2020-09-23	2138	#BlueLivesMatter
2020-09-24	2154	#BlueLivesMatter
2020-09-25	3146	#BlueLivesMatter
2020-09-26	1098	#BlueLivesMatter
2020-09-27	678	#BlueLivesMatter
2020-09-28	491	#BlueLivesMatter
2020-09-29	529	#BlueLivesMatter
2020-09-30	489	#BlueLivesMatter
2020-10-01	416	#BlueLivesMatter
2020-10-02	356	#BlueLivesMatter
2020-10-03	277	#BlueLivesMatter
2020-10-04	552	#BlueLivesMatter
2020-10-05	548	#BlueLivesMatter
2020-10-06	446	#BlueLivesMatter
2020-10-07	442	#BlueLivesMatter
2020-10-08	415	#BlueLivesMatter
2020-10-09	351	#BlueLivesMatter
2020-10-10	390	#BlueLivesMatter
2020-10-11	360	#BlueLivesMatter
2020-10-12	343	#BlueLivesMatter
2020-10-13	352	#BlueLivesMatter
2020-10-14	308	#BlueLivesMatter
2020-10-15	306	#BlueLivesMatter
2020-10-16	295	#BlueLivesMatter
2020-10-17	302	#BlueLivesMatter
2020-10-18	302	#BlueLivesMatter
2020-10-19	292	#BlueLivesMatter
2020-10-20	481	#BlueLivesMatter
2020-10-21	491	#BlueLivesMatter
2020-10-22	374	#BlueLivesMatter
2020-10-23	287	#BlueLivesMatter
2020-10-24	374	#BlueLivesMatter
2020-10-25	376	#BlueLivesMatter
2020-10-26	400	#BlueLivesMatter
2020-10-27	765	#BlueLivesMatter
2020-10-28	798	#BlueLivesMatter
2020-10-29	495	#BlueLivesMatter
2020-10-30	548	#BlueLivesMatter
2020-10-31	317	#BlueLivesMatter
2020-11-01	430	#BlueLivesMatter
2020-11-02	422	#BlueLivesMatter
2020-11-03	567	#BlueLivesMatter
2020-11-04	204	#BlueLivesMatter
2020-11-05	291	#BlueLivesMatter
2020-11-06	307	#BlueLivesMatter
2020-11-07	269	#BlueLivesMatter
2020-11-08	149	#BlueLivesMatter
2020-11-09	181	#BlueLivesMatter
2020-11-10	235	#BlueLivesMatter
2020-11-11	141	#BlueLivesMatter
2020-11-12	163	#BlueLivesMatter
2020-11-13	200	#BlueLivesMatter
2020-11-14	257	#BlueLivesMatter
2020-11-15	233	#BlueLivesMatter
2020-11-16	134	#BlueLivesMatter
2020-11-17	140	#BlueLivesMatter
2020-11-18	120	#BlueLivesMatter
2020-11-19	156	#BlueLivesMatter
2020-11-20	179	#BlueLivesMatter
2020-11-21	146	#BlueLivesMatter
2020-11-22	157	#BlueLivesMatter
2020-11-23	191	#BlueLivesMatter
2020-11-24	198	#BlueLivesMatter
2020-11-25	136	#BlueLivesMatter
2020-11-26	147	#BlueLivesMatter
2020-11-27	130	#BlueLivesMatter
2020-11-28	131	#BlueLivesMatter
2020-11-29	102	#BlueLivesMatter
2020-11-30	106	#BlueLivesMatter
2020-12-01	114	#BlueLivesMatter
2020-12-02	145	#BlueLivesMatter
2020-12-03	158	#BlueLivesMatter
2020-12-04	180	#BlueLivesMatter
2020-12-05	144	#BlueLivesMatter
2020-12-06	155	#BlueLivesMatter
2020-12-07	213	#BlueLivesMatter
2020-12-08	159	#BlueLivesMatter
2020-12-09	114	#BlueLivesMatter
2020-12-10	160	#BlueLivesMatter
2020-12-11	156	#BlueLivesMatter
2020-12-12	159	#BlueLivesMatter
2020-12-13	158	#BlueLivesMatter
2020-12-14	136	#BlueLivesMatter
2020-12-15	112	#BlueLivesMatter
2020-12-16	88	#BlueLivesMatter
2017-04-30	1	#MillionMAGAMarch
2017-07-24	1	#MillionMAGAMarch
2017-08-04	1	#MillionMAGAMarch
2017-08-09	1	#MillionMAGAMarch
2018-04-17	1	#MillionMAGAMarch
2018-06-14	3	#MillionMAGAMarch
2018-06-15	1	#MillionMAGAMarch
2018-12-13	1	#MillionMAGAMarch
2018-12-25	1	#MillionMAGAMarch
2019-01-18	15	#MillionMAGAMarch
2019-01-19	1	#MillionMAGAMarch
2019-01-20	1	#MillionMAGAMarch
2019-01-24	1	#MillionMAGAMarch
2019-02-02	1	#MillionMAGAMarch
2019-02-05	1	#MillionMAGAMarch
2019-03-01	3	#MillionMAGAMarch
2019-03-05	9	#MillionMAGAMarch
2019-03-06	4	#MillionMAGAMarch
2019-03-07	4	#MillionMAGAMarch
2019-03-08	1	#MillionMAGAMarch
2019-03-16	1	#MillionMAGAMarch
2019-03-22	1	#MillionMAGAMarch
2019-04-07	1	#MillionMAGAMarch
2019-04-22	1	#MillionMAGAMarch
2019-05-22	1	#MillionMAGAMarch
2019-07-03	1	#MillionMAGAMarch
2019-07-05	2	#MillionMAGAMarch
2019-07-06	1	#MillionMAGAMarch
2019-07-27	1	#MillionMAGAMarch
2019-09-27	1	#MillionMAGAMarch
2019-09-28	1	#MillionMAGAMarch
2019-09-29	14	#MillionMAGAMarch
2019-09-30	14	#MillionMAGAMarch
2019-10-01	1	#MillionMAGAMarch
2019-11-06	1	#MillionMAGAMarch
2019-11-07	1	#MillionMAGAMarch
2019-11-09	1	#MillionMAGAMarch
2019-12-10	1	#MillionMAGAMarch
2019-12-14	2	#MillionMAGAMarch
2020-01-24	1	#MillionMAGAMarch
2020-06-06	1	#MillionMAGAMarch
2020-06-10	1	#MillionMAGAMarch
2020-06-15	25	#MillionMAGAMarch
2020-06-16	6	#MillionMAGAMarch
2020-06-17	6	#MillionMAGAMarch
2020-06-20	1	#MillionMAGAMarch
2020-06-21	1	#MillionMAGAMarch
2020-06-23	3	#MillionMAGAMarch
2020-06-30	1	#MillionMAGAMarch
2020-07-02	4	#MillionMAGAMarch
2020-07-03	1	#MillionMAGAMarch
2020-07-12	1	#MillionMAGAMarch
2020-07-30	1	#MillionMAGAMarch
2020-08-02	1	#MillionMAGAMarch
2020-08-09	1	#MillionMAGAMarch
2020-09-05	3	#MillionMAGAMarch
2020-10-03	20	#MillionMAGAMarch
2020-10-30	1	#MillionMAGAMarch
2020-11-04	2	#MillionMAGAMarch
2020-11-05	2	#MillionMAGAMarch
2020-11-06	1	#MillionMAGAMarch
2020-11-07	19	#MillionMAGAMarch
2020-11-08	527	#MillionMAGAMarch
2020-11-09	928	#MillionMAGAMarch
2020-11-10	846	#MillionMAGAMarch
2020-11-11	767	#MillionMAGAMarch
2020-11-12	1407	#MillionMAGAMarch
2020-11-13	26983	#MillionMAGAMarch
2020-11-14	57696	#MillionMAGAMarch
2020-11-15	6056	#MillionMAGAMarch
2020-11-16	1733	#MillionMAGAMarch
2020-11-17	635	#MillionMAGAMarch
2020-11-18	370	#MillionMAGAMarch
2020-11-19	281	#MillionMAGAMarch
2020-11-20	173	#MillionMAGAMarch
2020-11-21	181	#MillionMAGAMarch
2020-11-22	99	#MillionMAGAMarch
2020-11-23	84	#MillionMAGAMarch
2020-11-24	95	#MillionMAGAMarch
2020-11-25	52	#MillionMAGAMarch
2020-11-26	47	#MillionMAGAMarch
2020-11-27	52	#MillionMAGAMarch
2020-11-28	51	#MillionMAGAMarch
2020-11-29	53	#MillionMAGAMarch
2020-11-30	49	#MillionMAGAMarch
2020-12-01	30	#MillionMAGAMarch
2020-12-02	42	#MillionMAGAMarch
2020-12-03	23	#MillionMAGAMarch
2020-12-04	25	#MillionMAGAMarch
2020-12-05	24	#MillionMAGAMarch
2020-12-06	34	#MillionMAGAMarch
2020-12-07	41	#MillionMAGAMarch
2020-12-08	56	#MillionMAGAMarch
2020-12-09	70	#MillionMAGAMarch
2020-12-10	63	#MillionMAGAMarch
2020-12-11	117	#MillionMAGAMarch
2020-12-12	495	#MillionMAGAMarch
2020-12-13	87	#MillionMAGAMarch
2014-08-17	1	#WhiteLivesMatter
2014-08-20	1	#WhiteLivesMatter
2014-08-22	1	#WhiteLivesMatter
2014-08-23	8	#WhiteLivesMatter
2014-08-24	1	#WhiteLivesMatter
2014-08-28	1	#WhiteLivesMatter
2014-08-30	1	#WhiteLivesMatter
2014-09-14	1	#WhiteLivesMatter
2014-09-24	1	#WhiteLivesMatter
2014-09-29	1	#WhiteLivesMatter
2014-10-06	1	#WhiteLivesMatter
2014-10-07	1	#WhiteLivesMatter
2014-10-09	5	#WhiteLivesMatter
2014-10-11	1	#WhiteLivesMatter
2014-10-12	2	#WhiteLivesMatter
2014-10-14	2	#WhiteLivesMatter
2014-10-15	1	#WhiteLivesMatter
2014-10-16	1	#WhiteLivesMatter
2014-10-18	3	#WhiteLivesMatter
2014-10-19	1	#WhiteLivesMatter
2014-10-20	1	#WhiteLivesMatter
2014-10-21	1	#WhiteLivesMatter
2014-10-22	8	#WhiteLivesMatter
2014-10-25	4	#WhiteLivesMatter
2014-10-26	4	#WhiteLivesMatter
2014-10-27	1	#WhiteLivesMatter
2014-10-28	1	#WhiteLivesMatter
2014-10-29	1	#WhiteLivesMatter
2014-11-01	4	#WhiteLivesMatter
2014-11-07	2	#WhiteLivesMatter
2014-11-09	1	#WhiteLivesMatter
2014-11-10	1	#WhiteLivesMatter
2014-11-12	1	#WhiteLivesMatter
2014-11-15	2	#WhiteLivesMatter
2014-11-16	1	#WhiteLivesMatter
2014-11-17	3	#WhiteLivesMatter
2014-11-18	3	#WhiteLivesMatter
2014-11-19	100	#WhiteLivesMatter
2014-11-20	24	#WhiteLivesMatter
2014-11-21	22	#WhiteLivesMatter
2014-11-22	9	#WhiteLivesMatter
2014-11-23	7	#WhiteLivesMatter
2014-11-24	113	#WhiteLivesMatter
2014-11-25	272	#WhiteLivesMatter
2014-11-26	153	#WhiteLivesMatter
2014-11-27	46	#WhiteLivesMatter
2014-11-28	38	#WhiteLivesMatter
2014-11-29	57	#WhiteLivesMatter
2014-11-30	71	#WhiteLivesMatter
2014-12-01	97	#WhiteLivesMatter
2014-12-02	90	#WhiteLivesMatter
2014-12-03	143	#WhiteLivesMatter
2014-12-04	316	#WhiteLivesMatter
2014-12-05	181	#WhiteLivesMatter
2014-12-06	143	#WhiteLivesMatter
2014-12-07	110	#WhiteLivesMatter
2014-12-08	92	#WhiteLivesMatter
2014-12-09	163	#WhiteLivesMatter
2014-12-10	86	#WhiteLivesMatter
2014-12-11	81	#WhiteLivesMatter
2014-12-12	82	#WhiteLivesMatter
2014-12-13	128	#WhiteLivesMatter
2014-12-14	121	#WhiteLivesMatter
2014-12-15	84	#WhiteLivesMatter
2014-12-16	121	#WhiteLivesMatter
2014-12-17	91	#WhiteLivesMatter
2014-12-18	58	#WhiteLivesMatter
2014-12-19	38	#WhiteLivesMatter
2014-12-20	130	#WhiteLivesMatter
2014-12-21	205	#WhiteLivesMatter
2014-12-22	132	#WhiteLivesMatter
2014-12-23	91	#WhiteLivesMatter
2014-12-24	111	#WhiteLivesMatter
2014-12-25	32	#WhiteLivesMatter
2014-12-26	38	#WhiteLivesMatter
2014-12-27	39	#WhiteLivesMatter
2014-12-28	41	#WhiteLivesMatter
2014-12-29	48	#WhiteLivesMatter
2014-12-30	49	#WhiteLivesMatter
2014-12-31	42	#WhiteLivesMatter
2015-01-01	32	#WhiteLivesMatter
2015-01-02	28	#WhiteLivesMatter
2015-01-03	38	#WhiteLivesMatter
2015-01-04	49	#WhiteLivesMatter
2015-01-05	40	#WhiteLivesMatter
2015-01-06	38	#WhiteLivesMatter
2015-01-07	25	#WhiteLivesMatter
2015-01-08	23	#WhiteLivesMatter
2015-01-09	36	#WhiteLivesMatter
2015-01-10	31	#WhiteLivesMatter
2015-01-11	43	#WhiteLivesMatter
2015-01-12	75	#WhiteLivesMatter
2015-01-13	83	#WhiteLivesMatter
2015-01-14	35	#WhiteLivesMatter
2015-01-15	53	#WhiteLivesMatter
2015-01-16	30	#WhiteLivesMatter
2015-01-17	28	#WhiteLivesMatter
2015-01-18	30	#WhiteLivesMatter
2015-01-19	40	#WhiteLivesMatter
2015-01-20	21	#WhiteLivesMatter
2015-01-21	17	#WhiteLivesMatter
2015-01-22	26	#WhiteLivesMatter
2015-01-23	10	#WhiteLivesMatter
2015-01-24	12	#WhiteLivesMatter
2015-01-25	20	#WhiteLivesMatter
2015-01-26	20	#WhiteLivesMatter
2015-01-27	20	#WhiteLivesMatter
2015-01-28	23	#WhiteLivesMatter
2015-01-29	20	#WhiteLivesMatter
2015-01-30	17	#WhiteLivesMatter
2015-01-31	8	#WhiteLivesMatter
2015-02-01	22	#WhiteLivesMatter
2015-02-02	11	#WhiteLivesMatter
2015-02-03	8	#WhiteLivesMatter
2015-02-04	14	#WhiteLivesMatter
2015-02-05	19	#WhiteLivesMatter
2015-02-06	18	#WhiteLivesMatter
2015-02-07	9	#WhiteLivesMatter
2015-02-08	42	#WhiteLivesMatter
2015-02-09	25	#WhiteLivesMatter
2015-02-10	26	#WhiteLivesMatter
2015-02-11	149	#WhiteLivesMatter
2015-02-12	87	#WhiteLivesMatter
2015-02-13	43	#WhiteLivesMatter
2015-02-14	51	#WhiteLivesMatter
2015-02-15	37	#WhiteLivesMatter
2015-02-16	39	#WhiteLivesMatter
2015-02-17	43	#WhiteLivesMatter
2015-02-18	54	#WhiteLivesMatter
2015-02-19	52	#WhiteLivesMatter
2015-02-20	40	#WhiteLivesMatter
2015-02-21	35	#WhiteLivesMatter
2015-02-22	25	#WhiteLivesMatter
2015-02-23	18	#WhiteLivesMatter
2015-02-24	10	#WhiteLivesMatter
2015-02-25	25	#WhiteLivesMatter
2015-02-26	21	#WhiteLivesMatter
2015-02-27	33	#WhiteLivesMatter
2015-02-28	27	#WhiteLivesMatter
2015-03-01	32	#WhiteLivesMatter
